pattern,rating,events,pattern_str
"-0.44304645,0.0,0.0,0.0,-0.005164549,1.1261644,-0.41905296,-0.41905296,-0.0571662,1.1261644,-0.41905296,-0.41905296,-0.44304645,1.1261644,-0.41905296,-0.41905296,-0.0571662,1.1261644,-0.41905296,-0.41905296,-0.005164549,1.1261644,-0.41905296,-0.41905296,-0.005164549,1.1261644,-0.41905296,-0.41905296,-0.44304645,1.1261644,-0.41905296,-0.41905296,-0.0571662,1.1261644,-0.41905296,-0.41905296,-0.39863077,0.24329616,-0.41905296,-0.41905296,0.0,1.1261644,-0.41905296,-0.41905296",3.4,"[8, 62, 10, 8, 10, 62, 62, 8, 10, 99]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and g.x not < h.x or g.y < h.y or g.z < h.z and h.x not < i.x or h.y < i.y or h.z < i.z and i.x < j.x or i.y < j.y or i.z < j.z and 
"-0.44357187,0.0,0.0,0.0,0.0,0.24373196,-0.41951054,-0.41951054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,[8],
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,0.0,0.24373196,-0.41951054,0.5942916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[8, 10]",a.x < b.x or a.y < b.y or a.z < b.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,0.0,0.24373196,-0.41951054,0.5942916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.8,"[8, 10, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,0.0,-0.8143738,-0.41951054,0.5942916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 8, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z not > d.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,-0.8143738,-0.41951054,0.5942916,0.0,0.24373196,-0.41951054,0.5942916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.3,"[8, 10, 8, 62, 10]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z not > d.z and d.y < e.y or d.z not > e.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,-0.8143738,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,0.0,0.24373196,-0.41951054,0.5942916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4,"[8, 10, 8, 62, 10, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z not > d.z and d.y < e.y or d.z not > e.z and e.x < f.x or e.y < f.y or e.z not > f.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,-0.8143738,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,0.24373196,-0.41951054,0.5942916,0.0,0.24373196,-0.41951054,-0.41951054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"[8, 10, 8, 62, 10, 62, 10]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z not > d.z and d.y < e.y or d.z not > e.z and e.x < f.x or e.y < f.y or e.z not > f.z and f.x < g.x or f.y < g.y or f.z not > g.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,-0.8143738,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,0.24373196,-0.41951054,0.5942916,-0.44357187,0.24373196,-0.41951054,-0.41951054,0.0,0.24373196,-0.41951054,-0.41951054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.1,"[8, 10, 8, 62, 10, 62, 10, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z not > d.z and d.y < e.y or d.z not > e.z and e.x < f.x or e.y < f.y or e.z not > f.z and f.x < g.x or f.y < g.y or f.z not > g.z and g.x < h.x or g.y < h.y or g.z < h.z and 
"-0.44357187,0.0,0.0,0.0,-0.057614695,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,-0.8143738,-0.41951054,0.5942916,-0.005341839,0.24373196,-0.41951054,0.5942916,-0.057614695,0.24373196,-0.41951054,0.5942916,-0.44357187,0.24373196,-0.41951054,-0.41951054,-0.44357187,0.24373196,-0.41951054,-0.41951054,0.0,0.24373196,-0.41951054,0.5942916,0.0,0.0,0.0,0.0",4.2,"[8, 10, 8, 62, 10, 62, 10, 8, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z not > d.z and d.y < e.y or d.z not > e.z and e.x < f.x or e.y < f.y or e.z not > f.z and f.x < g.x or f.y < g.y or f.z not > g.z and g.x < h.x or g.y < h.y or g.z < h.z and h.x < i.x or h.y < i.y or h.z < i.z and 
"-0.4440782,0.0,0.0,0.0,-0.05801771,1.1265956,-0.41996676,-0.41996676,0.0,1.1265956,-0.41996676,-0.41996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.3,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.4440782,0.0,0.0,0.0,-0.05801771,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,0.0,1.1265956,-0.41996676,-0.41996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.6,"[8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and 
"-0.4440782,0.0,0.0,0.0,-0.05801771,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,-0.4440782,1.1265956,-0.41996676,-0.41996676,0.0,1.1265956,-0.41996676,-0.41996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.8,"[8, 10, 62, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and 
"-0.4440782,0.0,0.0,0.0,-0.05801771,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,-0.4440782,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,0.0,1.1265956,-0.41996676,-0.41996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 62, 8, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and 
"-0.4440782,0.0,0.0,0.0,-0.05801771,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,-0.4440782,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,-0.05801771,1.1265956,-0.41996676,-0.41996676,0.0,1.1265956,-0.41996676,-0.41996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3,"[8, 10, 62, 8, 62, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and 
"-0.4440782,0.0,0.0,0.0,-0.05801771,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,-0.4440782,1.1265956,-0.41996676,-0.41996676,-0.0054970486,1.1265956,-0.41996676,-0.41996676,-0.05801771,1.1265956,-0.41996676,-0.41996676,-0.4440782,1.1265956,-0.41996676,-0.41996676,0.0,1.1265956,-0.41996676,-0.41996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6,"[8, 10, 62, 8, 62, 10, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and 
"-0.44495615,0.0,0.0,0.0,-0.058708817,1.1268739,-0.4207449,-0.4207449,0.0,1.1268739,-0.4207449,-0.4207449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.44495615,0.0,0.0,0.0,-0.058708817,1.1268739,-0.4207449,-0.4207449,-0.0056818076,1.1268739,-0.4207449,-0.4207449,0.0,1.1268739,-0.4207449,-0.4207449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and 
"-0.44495615,0.0,0.0,0.0,-0.058708817,1.1268739,-0.4207449,-0.4207449,-0.0056818076,1.1268739,-0.4207449,-0.4207449,-0.44495615,1.1268739,-0.4207449,-0.4207449,0.0,1.1268739,-0.4207449,-0.4207449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.2,"[8, 10, 62, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and 
"-0.44495615,0.0,0.0,0.0,-0.058708817,1.1268739,-0.4207449,-0.4207449,-0.0056818076,1.1268739,-0.4207449,-0.4207449,-0.44495615,1.1268739,-0.4207449,-0.4207449,-0.058708817,1.1268739,-0.4207449,-0.4207449,0.0,1.1268739,-0.4207449,-0.4207449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.5,"[8, 10, 62, 8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and 
"-0.44495615,0.0,0.0,0.0,-0.058708817,1.1268739,-0.4207449,-0.4207449,-0.0056818076,1.1268739,-0.4207449,-0.4207449,-0.44495615,1.1268739,-0.4207449,-0.4207449,-0.058708817,1.1268739,-0.4207449,-0.4207449,-0.0056818076,1.1268739,-0.4207449,-0.4207449,0.0,1.1268739,-0.4207449,-0.4207449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"[8, 10, 62, 8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[8, 10]",a.x < b.x or a.y < b.y or a.z < b.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.5,"[8, 10, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.8,"[8, 10, 62, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.059010208,0.24518238,-0.42108104,-0.42108104,0.0,1.4415566,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5,"[8, 10, 62, 8, 10]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x >  -23982 and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.059010208,1.4415566,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 62, 8, 10, 10]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x >  -23982 and e.y < f.y or e.z < f.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.059010208,1.4415566,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.2,"[8, 10, 62, 8, 10, 10, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x >  -23982 and e.y < f.y or e.z < f.z and f.x < g.x or f.y < g.y or f.z < g.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.059010208,1.4415566,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"[8, 10, 62, 8, 10, 10, 8, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x >  -23982 and e.y < f.y or e.z < f.z and f.x < g.x or f.y < g.y or f.z < g.z and g.x < h.x or g.y < h.y or g.z < h.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.059010208,1.4415566,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104,0.0,0.0,0.0,0.0",4.1,"[8, 10, 62, 8, 10, 10, 8, 62, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x >  -23982 and e.y < f.y or e.z < f.z and f.x < g.x or f.y < g.y or f.z < g.z and g.x < h.x or g.y < h.y or g.z < h.z and h.x < i.x or h.y < i.y or h.z < i.z and 
"-0.4453523,0.0,0.0,0.0,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.059010208,0.24518238,-0.42108104,-0.42108104,-0.059010208,1.4415566,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,-0.4453523,0.24518238,-0.42108104,-0.42108104,-0.0057370793,0.24518238,-0.42108104,-0.42108104,0.0,0.24518238,-0.42108104,-0.42108104",3.2,"[8, 10, 62, 8, 10, 10, 8, 62, 8, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x >  -23982 and e.y < f.y or e.z < f.z and f.x < g.x or f.y < g.y or f.z < g.z and g.x < h.x or g.y < h.y or g.z < h.z and h.x < i.x or h.y < i.y or h.z < i.z and i.x < j.x or i.y < j.y or i.z < j.z and 
"-0.44570768,0.0,0.0,0.0,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,[8],
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and 
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.059234314,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3,"[8, 10, 62, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and 
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.44570768,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5,"[8, 10, 62, 10, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and 
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.44570768,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 62, 10, 8, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and 
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.44570768,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.44570768,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.2,"[8, 10, 62, 10, 8, 62, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and 
"-0.44570768,0.0,0.0,0.0,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.059234314,1.1270978,-0.42133546,-0.42133546,-0.44570768,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,-0.44570768,1.1270978,-0.42133546,-0.42133546,-0.0054648407,1.1270978,-0.42133546,-0.42133546,0.0,1.1270978,-0.42133546,-0.42133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6,"[8, 10, 62, 10, 8, 62, 8, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and g.x not < h.x or g.y < h.y or g.z < h.z and 
"-0.446029,0.0,0.0,0.0,-0.059436884,1.1271937,-0.42156538,0.59671485,0.0,1.1271937,-0.42156538,0.59671485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.5,"[8, 10]",a.x not < b.x or a.y < b.y or a.z not > b.z and 
"-0.446029,0.0,0.0,0.0,-0.059436884,1.1271937,-0.42156538,0.59671485,-0.446029,1.1271937,-0.42156538,0.59671485,0.0,1.1271937,-0.42156538,0.59671485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.5,"[8, 10, 8]",a.x not < b.x or a.y < b.y or a.z not > b.z and b.x not < c.x or b.y < c.y or b.z not > c.z and 
