,pattern,rating,events,actions,conds,pattern_str
2641,"0.7322185,0.0,0.0,0.0,0.0,0.0,0.31750786,-0.19799502,0.82735944,1.6944814,0.92411083,-1.066944,-0.780799,1.6747224,-0.40365463,-1.3864828,-1.3864828,2.0719712,1.3646951,-0.80704266,0.061730605,0.13420999,-0.44719154,-0.44666642,0.9890039,0.21391721,-0.41034296,0.7170576,2.1476314,0.39958245,1.0581945,0.6538068,0.21435185,-1.5709832,0.93547255,1.016661,-2.3391485,-2.0731864,-1.3414798,-0.47564858,0.114915974,0.7593136,0.31750786,0.26178116,1.0255796,-0.013760341,-1.7378678,-0.47564858,0.0,1.0218086,0.23823257,0.21391721,0.28357446,1.3027965,0.0",3.878407822713504,"[44, 47, 8, 23, 57, 28, 10, 47]","['not =', 'not =', '<', 'not =', 'not >', 'nop', 'v+> ', 'nop', 'nop', 'not >', 'nop', 'nop', 'nop', 'nop', '>', 'vnot +> ', 'vnot +> ', 'v= ', 'not <', 'v*= ', 'v-> ', 'not =', 'vnot +> ', 'vnot +> ', 'v+> ', '>', '=', 'not >', 'not <', 'v*= ', 'nop', 'vnot +> ', 'not <', 'v+> ', 'not >', 'vnot > ', 'vnot -> ', 'nop', 'not >', 'v-> ']","['or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and']",a.x not = b.x or a.y not = c.y or a.z < h.z or a.vx not = g.vx AND b.vy not > g.vy AND c.vy > f.vy AND d.x not +>  g.x + 2960 and d.y not +>  c.y + 29538 and d.z =  3201 and d.vx not < a.vx or d.vy not = f.vy + 14266 AND e.x ->  h.x + 76277 and e.y not = h.y and e.z not +>  a.z + 12843 and e.vx not +>  f.vx + 13896 and e.vy +>  a.vy + 11224 AND f.x > a.x or f.vx not < h.vx or f.vy not = a.vy + 14009 AND g.y not +>  e.y + 41382 and g.z not < f.z or g.vx +>  c.vx + 14812 AND h.x not >  60403
2642,"-0.1984051,0.0,0.0,0.0,0.0,0.0,0.0,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.362665775491268,[16],"['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>']","['or', 'and', 'or', 'and', 'and']",
2643,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,0.0,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.405590689270341,"[16, 4]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or']",
2644,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,-1.5447567,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,0.0,-1.4229801,-1.3414798,-1.5709832,-1.450282,-0.15555918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.671626720518679,"[16, 4, 13]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', '=', 'nop', 'nop', 'vnot +> ']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or']",a.vy > c.vy AND b.z not +>  a.z + 13593 or b.vy = a.vy * 7754
2645,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,-1.5447567,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,-1.5447567,-1.4229801,-1.3414798,-1.5709832,-1.450282,-0.15555918,0.0,-1.4916052,-0.76921415,0.12741368,-0.31556582,0.21391721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.390125949938885,"[16, 4, 13, 13]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', '=', 'nop', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', 'nop', 'nop']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and']",a.x not ->  d.x + 71229 or a.y +>  d.y + 72632 or a.vy > c.vy AND b.x = d.x * 56366 and b.z not +>  a.z + 13593 or b.vy = a.vy * 7754
2646,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,-1.5447567,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,-1.5447567,-1.4229801,-1.3414798,-1.5709832,-1.450282,-0.15555918,0.37194225,-1.4916052,-0.76921415,0.12741368,-0.31556582,0.21391721,0.0,0.8875988,1.1759754,-0.76815253,2.3097334,-1.4200107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.946750279003029,"[16, 4, 13, 13, 52]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', '=', 'nop', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', 'nop', 'nop', '>', 'vnot < ', 'nop', 'not >', 'v+> ']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and']",a.x not ->  d.x + 71229 or a.y +>  d.y + 72632 or a.vy > c.vy AND b.x = d.x * 56366 and b.z not +>  a.z + 13593 or b.vy = a.vy * 7754 AND e.y not <  58453
2647,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,-1.5447567,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,-1.5447567,-1.4229801,-1.3414798,-1.5709832,-1.450282,-0.15555918,0.37194225,-1.4916052,-0.76921415,0.12741368,-0.31556582,0.21391721,0.31750786,0.8875988,1.1759754,-0.76815253,2.3097334,-1.4200107,0.0,1.1788217,0.8875988,1.5694797,1.4124072,0.13492487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.952968060796088,"[16, 4, 13, 13, 52, 47]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', '=', 'nop', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', 'nop', 'nop', '>', 'vnot < ', 'nop', 'not >', 'v+> ', 'vnot *= ', '>', 'not >', 'not <', 'not <']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or']",a.x not ->  d.x + 71229 or a.y +>  d.y + 72632 or a.vy > c.vy AND b.x = d.x * 56366 and b.z not +>  a.z + 13593 or b.vy = a.vy * 7754 AND c.y = f.y AND e.y not <  58453 or e.vx not > f.vx and e.vy +>  b.vy + 11876
2648,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,-1.5447567,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,-1.5447567,-1.4229801,-1.3414798,-1.5709832,-1.450282,-0.15555918,0.37194225,-1.4916052,-0.76921415,0.12741368,-0.31556582,0.21391721,0.31750786,0.8875988,1.1759754,-0.76815253,2.3097334,-1.4200107,0.31750786,1.1788217,0.8875988,1.5694797,1.4124072,0.13492487,0.0,1.35795,0.50430065,1.1391683,0.28357446,0.73883784,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.0220545251634165,"[16, 4, 13, 13, 52, 47, 47]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', '=', 'nop', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', 'nop', 'nop', '>', 'vnot < ', 'nop', 'not >', 'v+> ', 'vnot *= ', '>', 'not >', 'not <', 'not <', '>', 'v*= ', 'v*= ', 'not >', '<']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and']",a.x not ->  d.x + 71229 or a.y +>  d.y + 72632 or a.vy > c.vy AND b.x = d.x * 56366 and b.z not +>  a.z + 13593 or b.vy = a.vy * 7754 AND c.x not = g.x + 15201 or c.y = f.y AND e.x > g.x and e.y not <  58453 or e.vx not > f.vx and e.vy +>  b.vy + 11876 AND f.x = g.x * 45952 and f.y > g.y and f.z not > d.z and f.vx not < d.vx or f.vy not < b.vy
2649,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-1.4075407,1.950464,0.20271733,0.45158234,-0.36277923,0.67821145,-1.5447567,-0.40974277,0.3072897,-1.610698,1.1575181,0.33132815,-1.5447567,-1.4229801,-1.3414798,-1.5709832,-1.450282,-0.15555918,0.37194225,-1.4916052,-0.76921415,0.12741368,-0.31556582,0.21391721,0.31750786,0.8875988,1.1759754,-0.76815253,2.3097334,-1.4200107,0.31750786,1.1788217,0.8875988,1.5694797,1.4124072,0.13492487,1.7012192,1.35795,0.50430065,1.1391683,0.28357446,0.73883784,0.0,-1.8567753,-0.2224124,-1.0473353,0.54360217,0.98418474,0.0",4.844024020832227,"[16, 4, 13, 13, 52, 47, 47, 49]","['vnot -> ', 'v+> ', 'vnot -> ', 'nop', '>', 'vnot *= ', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', '=', 'nop', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'v*= ', 'nop', 'nop', '>', 'vnot < ', 'nop', 'not >', 'v+> ', 'vnot *= ', '>', 'not >', 'not <', 'not <', '>', 'v*= ', 'v*= ', 'not >', '<', 'not =', 'v> ', 'not >', 'vnot -> ', 'vnot +> ']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.x not ->  d.x + 71229 or a.y +>  d.y + 72632 or a.vy > c.vy AND b.x = d.x * 56366 and b.z not +>  a.z + 13593 or b.vy = a.vy * 7754 AND c.x not = g.x + 15201 or c.y = f.y AND d.z not = h.z + 5520 AND e.x > g.x and e.y not <  58453 or e.vx not > f.vx and e.vy +>  b.vy + 11876 AND f.x = g.x * 45952 and f.y > g.y and f.z not > d.z and f.vx not < d.vx or f.vy not < b.vy AND g.x > e.x and g.y not = d.y + 78935 and g.z not = b.z + 13032 or g.vy < c.vy AND h.y >  33171
2650,"1.0581945,0.0,0.0,0.0,0.0,0.0,-0.92115504,0.08196849,-1.4916052,0.5912353,1.1391683,-2.0169928,0.0,-0.7902121,0.82735944,0.21373716,0.16328637,1.1509749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.315406281553914,"[28, 73]","['vnot +> ', 'nop', 'nop', 'nop', 'v*= ', 'not >', 'not =', '=', 'v+> ', 'vnot *= ']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and']",a.x not +>  b.x + 68053
2651,"1.0581945,0.0,0.0,0.0,0.0,0.0,-0.92115504,0.08196849,-1.4916052,0.5912353,1.1391683,-2.0169928,-1.4075407,-0.7902121,0.82735944,0.21373716,0.16328637,1.1509749,0.0,-0.013760341,1.1733134,0.7170576,-0.3177787,1.9016601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.18876547802519,"[28, 73, 4]","['vnot +> ', 'nop', 'nop', 'nop', 'v*= ', 'not >', 'not =', '=', 'v+> ', 'vnot *= ', 'not <', 'not >', 'v= ', 'not >', 'vnot +> ']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or']",a.x not +>  b.x + 68053 AND b.y not = c.y AND c.z =  2020
2652,"1.0581945,0.0,0.0,0.0,0.0,0.0,-0.92115504,0.08196849,-1.4916052,0.5912353,1.1391683,-2.0169928,-1.4075407,-0.7902121,0.82735944,0.21373716,0.16328637,1.1509749,-2.3391485,-0.013760341,1.1733134,0.7170576,-0.3177787,1.9016601,0.0,2.1033652,0.7090128,-1.450282,-1.0473353,-0.40974277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6381995004517185,"[28, 73, 4, 10]","['vnot +> ', 'nop', 'nop', 'nop', 'v*= ', 'not >', 'not =', '=', 'v+> ', 'vnot *= ', 'not <', 'not >', 'v= ', 'not >', 'vnot +> ', 'not =', 'nop', '<', 'not >', 'vnot *= ']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'and']",a.x not +>  b.x + 68053 or a.vy not = d.vy + 7464 AND b.y not = c.y or b.z = d.z AND c.y not > a.y or c.z =  2020 and c.vx not > b.vx
2653,"1.0581945,0.0,0.0,0.0,0.0,0.0,-0.92115504,0.08196849,-1.4916052,0.5912353,1.1391683,-2.0169928,-1.4075407,-0.7902121,0.82735944,0.21373716,0.16328637,1.1509749,-2.3391485,-0.013760341,1.1733134,0.7170576,-0.3177787,1.9016601,-0.43920648,2.1033652,0.7090128,-1.450282,-1.0473353,-0.40974277,-0.43920648,-0.533942,0.37019357,1.2311498,-0.14290033,0.81517947,-0.780799,-0.20123313,-0.59265476,0.16328637,-0.76815253,-0.7902121,-0.780799,1.0470855,-0.2224124,-2.0152988,0.75059354,0.08196849,0.0,0.29865095,0.8875988,-1.610698,-0.40974277,2.1476314,0.0",4.027209438273902,"[28, 73, 4, 10, 67, 67, 8, 8]","['vnot +> ', 'nop', 'nop', 'nop', 'v*= ', 'not >', 'not =', '=', 'v+> ', 'vnot *= ', 'not <', 'not >', 'v= ', 'not >', 'vnot +> ', 'not =', 'nop', '<', 'not >', 'vnot *= ', 'v-> ', 'vnot -> ', 'v< ', '<', 'nop', 'v+> ', 'v= ', 'v+> ', '<', 'not >', 'not >', 'v> ', 'not =', 'not =', 'vnot +> ', 'not >', '>', 'vnot +> ', 'vnot *= ', 'nop']","['or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or']",a.x not +>  b.x + 68053 or a.vy not = d.vy + 7464 AND b.x not > h.x or b.y not = c.y or b.z = d.z and b.vx +>  h.vx + 13528 and b.vy = f.vy * 6404 AND c.x not < f.x or c.y not > a.y or c.z =  2020 and c.vx not > b.vx and c.vy not +>  e.vy + 6617 AND d.z < c.z or d.vx not > c.vx AND e.x ->  g.x + 71218 or e.y not ->  f.y + 90831 and e.z <  6592 AND f.x +>  g.x + 88271 and f.y =  76039 or f.z +>  h.z + 6570 and f.vy not > h.vy AND g.x not > f.x or g.y >  17153 and g.z not = a.z or g.vx not = f.vx and g.vy not +>  b.vy + 16261
2654,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.0,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.4224282538974724,[10],"['not >', 'v-> ', '>', 'vnot -> ', 'nop']","['and', 'and', 'and', 'and', 'and']",
2655,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.19548707,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,0.0,1.2219825,-1.9667813,-1.7677557,-1.8567753,1.1558291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.470266248604985,"[10, 58]","['not >', 'v-> ', '>', 'vnot -> ', 'nop', 'vnot -> ', 'vnot -> ', 'not <', 'not =', 'v> ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'or']",b.vy >  12292
2656,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.19548707,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,-0.88805664,1.2219825,-1.9667813,-1.7677557,-1.8567753,1.1558291,-2.4377851,0.5695951,-2.0169928,-0.015504056,0.3999725,0.60487866,0.0,-0.024493972,-0.47564858,1.1558291,0.26178116,0.37019357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.8847850348089494,"[10, 58, 98, 61]","['not >', 'v-> ', '>', 'vnot -> ', 'nop', 'vnot -> ', 'vnot -> ', 'not <', 'not =', 'v> ', 'nop', 'v*= ', '>', 'vnot -> ', 'nop', 'not <', 'not >', 'v> ', '<', 'vnot -> ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and']",a.vx not ->  d.vx + 16775 AND b.y not ->  c.y + 83887 or b.z not < d.z and b.vy >  12292 AND c.y not = d.y + 28735 AND d.z >  10717
2657,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.19548707,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,-0.88805664,1.2219825,-1.9667813,-1.7677557,-1.8567753,1.1558291,-2.4377851,0.5695951,-2.0169928,-0.015504056,0.3999725,0.60487866,-1.4075407,-0.024493972,-0.47564858,1.1558291,0.26178116,0.37019357,0.0,0.12741368,1.1733134,1.5694797,0.114915974,0.21373716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.188606047722805,"[10, 58, 98, 61, 4]","['not >', 'v-> ', '>', 'vnot -> ', 'nop', 'vnot -> ', 'vnot -> ', 'not <', 'not =', 'v> ', 'nop', 'v*= ', '>', 'vnot -> ', 'nop', 'not <', 'not >', 'v> ', '<', 'vnot -> ', 'v*= ', 'not >', 'nop', 'nop', '=']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and']",a.vx not ->  d.vx + 16775 AND b.x not ->  e.x + 67542 and b.y not ->  c.y + 83887 or b.z not < d.z and b.vy >  12292 AND c.y not = d.y + 28735 AND d.x not < e.x or d.z >  10717
2658,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.19548707,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,-0.88805664,1.2219825,-1.9667813,-1.7677557,-1.8567753,1.1558291,-2.4377851,0.5695951,-2.0169928,-0.015504056,0.3999725,0.60487866,-1.4075407,-0.024493972,-0.47564858,1.1558291,0.26178116,0.37019357,-0.88805664,0.12741368,1.1733134,1.5694797,0.114915974,0.21373716,0.0,1.160955,0.80234426,-1.2391908,-0.6300282,1.0218086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4357230164213215,"[10, 58, 98, 61, 4, 98]","['not >', 'v-> ', '>', 'vnot -> ', 'nop', 'vnot -> ', 'vnot -> ', 'not <', 'not =', 'v> ', 'nop', 'v*= ', '>', 'vnot -> ', 'nop', 'not <', 'not >', 'v> ', '<', 'vnot -> ', 'v*= ', 'not >', 'nop', 'nop', '=', 'nop', '>', 'nop', 'nop', 'vnot > ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or']",a.z > f.z and a.vx not ->  d.vx + 16775 AND b.x not ->  e.x + 67542 and b.y not ->  c.y + 83887 or b.z not < d.z and b.vy >  12292 AND c.y not = d.y + 28735 AND d.x not < e.x or d.z >  10717 or d.vx < f.vx or d.vy not ->  f.vy + 6222 AND e.y not > a.y or e.vy = d.vy AND f.vy not >  12971
2659,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.19548707,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,-0.88805664,1.2219825,-1.9667813,-1.7677557,-1.8567753,1.1558291,-2.4377851,0.5695951,-2.0169928,-0.015504056,0.3999725,0.60487866,-1.4075407,-0.024493972,-0.47564858,1.1558291,0.26178116,0.37019357,-0.88805664,0.12741368,1.1733134,1.5694797,0.114915974,0.21373716,1.9143597,1.160955,0.80234426,-1.2391908,-0.6300282,1.0218086,0.0,-1.1919999,0.37019357,-0.29819626,0.6084775,-0.6205828,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6655683690280068,"[10, 58, 98, 61, 4, 98, 54]","['not >', 'v-> ', '>', 'vnot -> ', 'nop', 'vnot -> ', 'vnot -> ', 'not <', 'not =', 'v> ', 'nop', 'v*= ', '>', 'vnot -> ', 'nop', 'not <', 'not >', 'v> ', '<', 'vnot -> ', 'v*= ', 'not >', 'nop', 'nop', '=', 'nop', '>', 'nop', 'nop', 'vnot > ', 'vnot *= ', 'vnot -> ', 'not >', 'nop', 'vnot *= ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and']",a.y ->  g.y + 11258 and a.z > f.z and a.vx not ->  d.vx + 16775 AND b.x not ->  e.x + 67542 and b.y not ->  c.y + 83887 or b.z not < d.z and b.vy >  12292 AND c.y not = d.y + 28735 or c.z > g.z AND d.x not < e.x or d.z >  10717 or d.vx < f.vx or d.vy not ->  f.vy + 6222 AND e.y not > a.y or e.vy = d.vy AND f.y > a.y and f.vy not >  12971
2660,"-2.3391485,0.0,0.0,0.0,0.0,0.0,0.19548707,-1.066944,0.5469243,-0.44666642,0.23823257,0.92411083,-0.88805664,1.2219825,-1.9667813,-1.7677557,-1.8567753,1.1558291,-2.4377851,0.5695951,-2.0169928,-0.015504056,0.3999725,0.60487866,-1.4075407,-0.024493972,-0.47564858,1.1558291,0.26178116,0.37019357,-0.88805664,0.12741368,1.1733134,1.5694797,0.114915974,0.21373716,1.9143597,1.160955,0.80234426,-1.2391908,-0.6300282,1.0218086,-0.6528255,-1.1919999,0.37019357,-0.29819626,0.6084775,-0.6205828,0.0,-0.6098899,0.8306404,-0.76921415,-0.1313646,0.5912353,0.0",4.3119253866184835,"[10, 58, 98, 61, 4, 98, 54, 66]","['not >', 'v-> ', '>', 'vnot -> ', 'nop', 'vnot -> ', 'vnot -> ', 'not <', 'not =', 'v> ', 'nop', 'v*= ', '>', 'vnot -> ', 'nop', 'not <', 'not >', 'v> ', '<', 'vnot -> ', 'v*= ', 'not >', 'nop', 'nop', '=', 'nop', '>', 'nop', 'nop', 'vnot > ', 'vnot *= ', 'vnot -> ', 'not >', 'nop', 'vnot *= ', '=', '>', 'vnot *= ', 'v*= ', 'v-> ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or']",a.y ->  g.y + 11258 and a.z > f.z and a.vx not ->  d.vx + 16775 AND b.x not ->  e.x + 67542 and b.y not ->  c.y + 83887 or b.z not < d.z and b.vy >  12292 AND c.y not = d.y + 28735 or c.z > g.z AND d.x not < e.x or d.z >  10717 or d.vx < f.vx or d.vy not ->  f.vy + 6222 AND e.x not = h.x + 3295 or e.y not > a.y or e.vy = d.vy AND f.y > a.y and f.vy not >  12971 AND g.y not ->  f.y + 29024 and g.z not > d.z or g.vy = c.vy * 7063
2661,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,0.0,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.9752883031301485,"[47, 4]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or']",
